"catacumba-app",0,30553.820402,2749.853038,14512.724628,12678.643974,0,0
"catacumba-app",20,9630.789327,866.773670,21041.949083,2843.794295,0,0
"catacumba-app",40,4849.726003,436.475340,41498.389274,2851.941534,0,0
"catacumba-app",60,3244.771494,292.029434,61796.293152,3416.211256,0,0
"catacumba-app",80,2441.070003,219.696300,81649.547085,3267.913780,0,0
"catacumba-app",100,1956.996300,176.129667,101519.767970,2756.150750,0,0
"catacumba-app",150,1306.210136,117.560227,151973.529477,3692.824615,0,0
"catacumba-app",200,981.606713,88.344604,202276.918883,4169.940817,0,0
"catacumba-app",250,784.087268,70.567854,251856.927914,3128.589812,0,0
"catacumba-app",300,652.449088,58.720418,302419.764233,5229.957280,0,0
"luminus-app",0,12353.859595,4397.974016,46413.130832,99578.837439,0,0
"luminus-app",20,1460.945661,520.096655,250216.114510,22108.520310,0,0
"luminus-app",40,754.298940,268.530423,482024.510329,34124.960124,0,0
"luminus-app",60,510.030602,181.570894,710519.890379,53693.788099,0,0
"luminus-app",80,386.121618,137.459296,935035.715418,72019.588530,0,0
"luminus-app",100,303.232077,107.950619,1157090.846805,99674.624783,396,396
"luminus-app",150,208.675809,74.288588,1714856.359700,166733.126119,0,0
"luminus-app",200,157.047802,55.909018,1009257.302083,515803.643941,9148,9148
"luminus-app",250,125.873018,44.810795,1118505.290196,567732.159089,7310,7310
"luminus-app",300,104.893947,37.342245,1042261.348958,501463.243673,6112,6112
"yada-app",0,9156.749000,2316.657497,60846.889862,84937.628418,0,0
"yada-app",20,7844.230755,1984.590381,30451.254621,11714.510773,0,0
"yada-app",40,4859.220638,1229.382821,41325.341800,1913.078253,0,0
"yada-app",60,3219.540484,814.543742,62578.940490,7125.294198,0,0
"yada-app",80,2422.947975,613.005838,82915.052668,6387.598384,0,0
"yada-app",100,1929.742228,488.224784,104526.796151,8901.290627,0,0
"yada-app",150,1288.425126,325.971557,156058.141363,9379.096762,0,0
"yada-app",200,970.842521,245.623158,205701.743482,10340.050876,0,0
"yada-app",250,777.127736,196.613317,256692.450958,12110.423790,0,0
"yada-app",300,647.516331,163.821632,307288.532004,12598.555072,0,0
