yada-app,0,9136.039659,2311.418034,62063.542567,93298.417934,87,87
yada-app,100,1947.122833,492.622077,102774.209525,6540.225866,0,0
yada-app,200,974.640799,246.584122,204693.733210,9192.820275,0,0
yada-app,300,652.126689,164.988052,305150.793381,9186.411822,0,0
yada-app,400,487.885297,123.434980,406038.161241,11137.714614,0,0
yada-app,500,388.275825,98.233784,505399.965696,9458.541407,0,0
yada-app,600,323.103773,81.745255,606283.288549,11187.507717,0,0
yada-app,700,276.740495,70.015345,706273.637266,11222.090219,0,0
yada-app,800,242.872851,61.446831,806444.439671,12047.510242,0,0
yada-app,900,217.519610,55.032461,908684.129400,16971.475937,0,0
yada-app,1000,191.157759,48.362913,1008956.092041,16662.616773,0,0
yada-app,1100,175.088585,44.297412,1106787.440821,9597.536471,0,0
yada-app,1200,158.138047,40.008926,1209126.875737,17177.802534,0,0
yada-app,1300,149.663587,37.864888,1308062.226363,14745.551843,0,0
yada-app,1400,138.376766,35.009322,1409654.349086,17725.966901,0,0
yada-app,1500,125.219790,31.680607,1510674.022591,17463.018028,0,0
